row_index,true_label,predicted_label,correct,confidence_top1,rank2_label,rank2_confidence,rank3_label,rank3_confidence,in_shap_sample,reason_codes,text
648,pending_top_up,pending_card_payment,False,0.4205,pending_top_up,0.2306,pending_cash_withdrawal,0.0756,False,,What is going on? My top-up is still pending. I use your system all the time but now it is just showing as pending.
649,pending_top_up,balance_not_updated_after_cheque_or_cash_deposit,False,0.0423,pending_card_payment,0.0367,pending_top_up,0.0365,False,,I  do not see a top-up processed.
650,pending_top_up,pending_top_up,True,0.2217,top_up_reverted,0.0836,top_up_failed,0.0655,False,,I topped up but it didn't complete
651,pending_top_up,pending_top_up,True,0.6248,top_up_failed,0.0163,card_not_working,0.0136,False,,"So, I am a new customer and attempted to top up for the very first time today. It's already been pending for half an hour and doesn't seem to be working. I need to please get this fixed."
652,pending_top_up,pending_top_up,True,0.6341,pending_card_payment,0.1743,pending_transfer,0.1177,False,,My top up is pending.
653,pending_top_up,pending_top_up,True,0.1626,pending_card_payment,0.0662,pending_transfer,0.063,False,,Can you look into my top up please.  I made it over three hours ago and yet it's still pending.
654,pending_top_up,pending_top_up,True,0.516,pending_transfer,0.0234,cancel_transfer,0.017,False,,Can you please make my top up go through as soon as possible. I really need the money and it has been pending for an hour already.
655,pending_top_up,pending_top_up,True,0.3993,pending_card_payment,0.1198,pending_transfer,0.08,False,,"What's going on with the top-up? All it says is pending, pending, pending! I use your service several times a week and have never had a problem before! What's going on here?"
656,pending_top_up,pending_top_up,True,0.5119,pending_card_payment,0.0546,transfer_not_received_by_recipient,0.0361,False,,why hasn't my top up gone through yet
657,pending_top_up,pending_top_up,True,0.0471,balance_not_updated_after_cheque_or_cash_deposit,0.0385,top_up_failed,0.0333,False,,top-up is slow to process
658,pending_top_up,pending_top_up,True,0.1492,top_up_failed,0.0359,terminate_account,0.0279,False,,"Is there something wrong with your website? I tried topping up my account and it's been close to two hours now and it's still at ""pending"" for some reason. I just joined with you guys and this is the first attempt at this, so maybe I'm wrong, but shouldn't this be instant?"
659,pending_top_up,pending_top_up,True,0.2952,pending_card_payment,0.0643,pending_transfer,0.0376,False,,"I topped up by card a while ago and it's still pending, surely it should be done by now?"
660,pending_top_up,pending_top_up,True,0.2377,transfer_not_received_by_recipient,0.2233,pending_card_payment,0.0348,False,,Why hasn't my top-up been completed?
661,pending_top_up,pending_top_up,True,0.1228,top_up_reverted,0.0516,failed_transfer,0.0426,False,,top up did not complete
662,pending_top_up,card_arrival,False,0.1215,balance_not_updated_after_bank_transfer,0.0323,pending_card_payment,0.0322,False,,So I just put my top-up into the card and it hasn't changed.
663,pending_top_up,pending_top_up,True,0.6341,pending_card_payment,0.1743,pending_transfer,0.1177,False,,Why is my top up still pending?
664,pending_top_up,pending_top_up,True,0.1365,card_not_working,0.0592,pending_transfer,0.0511,False,,"Your top-up function isn't working, it still says pending even though I know my card works."
665,pending_top_up,pending_top_up,True,0.5575,top_up_failed,0.0282,pending_cash_withdrawal,0.0197,False,,"Hi I'm a new customer and tried topping up for the first time today, seems it's not working, the thing shows up as pending since half an hour already! Please fix it!"
666,pending_top_up,transfer_into_account,False,0.0456,top_up_by_card_charge,0.0314,declined_cash_withdrawal,0.0301,False,,"OMG!  I'm trying to load my card and it wont top up!  I desperately need the money either on my card or in my bank, where is it?"
667,pending_top_up,pending_top_up,True,0.4519,pending_cash_withdrawal,0.0432,pending_card_payment,0.0276,False,,I'm attempting to top-up my account but it has been pending for an hour.
668,pending_top_up,pending_top_up,True,0.0265,top_up_failed,0.0258,top_up_reverted,0.0243,False,,Why is my top-up still outstanding?
669,pending_top_up,pending_top_up,True,0.2677,pending_card_payment,0.1545,pending_cash_withdrawal,0.0699,False,,What does it mean when my top up is saying  still pending?
670,pending_top_up,pending_card_payment,False,0.1319,pending_transfer,0.1172,pending_top_up,0.1084,True,pending|hasn|stuck|couple|stuck pending,"My top up hasn't worked, it's been stuck in pending for the last couple hours"
671,pending_top_up,pending_top_up,True,0.0896,top_up_failed,0.0458,transfer_not_received_by_recipient,0.037,False,,It doesn't look like the top-up completed.
672,pending_top_up,pending_top_up,True,0.1124,pending_transfer,0.0822,pending_card_payment,0.0756,False,,Why does my top up say still pending when I used my card to do it.
673,pending_top_up,top_up_reverted,False,0.3624,topping_up_by_card,0.1106,pending_top_up,0.0669,False,,Where is the money I topped off with?
674,pending_top_up,pending_top_up,True,0.4065,pending_transfer,0.029,top_up_failed,0.0287,False,,"Hi. I'm a new customer to your system and I think something isn't working right - or maybe it is. Maybe you can confirm. I tried to top up today (my first time ever) and it's been stuck at ""pending"" for over an hour now. Is it supposed to do this or is there something wrong in the system?"
675,pending_top_up,pending_top_up,True,0.6341,pending_card_payment,0.1743,pending_transfer,0.1177,False,,Why is my top-up still pending?
676,pending_top_up,top_up_by_card_charge,False,0.1298,card_not_working,0.124,pending_top_up,0.1165,False,,Topping up my card is not working because I believe the top up is pending
677,pending_top_up,pending_top_up,True,0.0747,top_up_failed,0.0405,request_refund,0.033,False,,When will my top-up process?
678,pending_top_up,pending_top_up,True,0.2839,pending_card_payment,0.0833,pending_transfer,0.0753,False,,"The top-up has a definite problem! I regularly use your service and haven't had a problem before, but now the top-up just shows pending. Please tell my why it continues to show pending."
679,pending_top_up,pending_top_up,True,0.2416,pending_cash_withdrawal,0.0471,pending_card_payment,0.0378,False,,"I tried topping up but my funds seem to be pending. I want to buy something right now, what do I do?"
680,cancel_transfer,cancel_transfer,True,0.4348,transaction_charged_twice,0.0244,transfer_not_received_by_recipient,0.0241,True,transaction|revert|morning|transaction morning|like,I made a transaction this morning and would like to revert it.
681,cancel_transfer,cancel_transfer,True,0.4442,extra_charge_on_statement,0.0699,request_refund,0.0588,False,,Can i cancel a charge?
682,cancel_transfer,cancel_transfer,True,0.9085,request_refund,0.0108,transfer_not_received_by_recipient,0.0082,False,,Can I cancel my transaction?
683,cancel_transfer,cancel_transfer,True,0.5787,transfer_not_received_by_recipient,0.0283,top_up_reverted,0.0214,False,,I made a transaction but did it to the wrong account.
684,cancel_transfer,cancel_transfer,True,0.7294,failed_transfer,0.0247,declined_transfer,0.0241,False,,Tell me how to cancel a transfer.
685,cancel_transfer,cancel_transfer,True,0.9488,transfer_not_received_by_recipient,0.0029,beneficiary_not_allowed,0.0028,False,,I need you to cancel a transfer that I made.  It is the wrong account number and the app won't let me stop the transaction.  Please stop it!
686,cancel_transfer,cancel_transfer,True,0.7126,request_refund,0.0117,pending_transfer,0.0098,False,,"I need to cancel my recent transfer immediately, I made a mistake there, please help quickly before it goes through"
687,cancel_transfer,cancel_transfer,True,0.5954,transfer_not_received_by_recipient,0.0217,top_up_reverted,0.0189,False,,I would like to revert a transaction I did this morning
688,cancel_transfer,cancel_transfer,True,0.5936,direct_debit_payment_not_recognised,0.0281,transfer_not_received_by_recipient,0.0246,False,,If I make a transaction can I cancel it?
689,cancel_transfer,cancel_transfer,True,0.8563,declined_transfer,0.0148,failed_transfer,0.0119,False,,How can I cancel a transfer?
690,cancel_transfer,cancel_transfer,True,0.6697,declined_transfer,0.0216,failed_transfer,0.0164,False,,Is there any way to cancel a transfer?
691,cancel_transfer,cancel_transfer,True,0.7258,transfer_not_received_by_recipient,0.0164,transaction_charged_twice,0.0141,False,,I accidentally made a transaction to the wrong account.
692,cancel_transfer,cancel_transfer,True,0.5334,request_refund,0.0422,failed_transfer,0.0215,False,,I want to cancel a transfer right away! Can you help?
693,cancel_transfer,cancel_transfer,True,0.7663,request_refund,0.0194,transfer_not_received_by_recipient,0.0123,False,,Help me cancel my transaction
694,cancel_transfer,cancel_transfer,True,0.2418,card_payment_not_recognised,0.0768,pending_card_payment,0.0448,False,,"This is URGENT, I typed the wrong payment information for a payment I needed to make and have clicked send, I need to reverse the transaction immediately."
695,cancel_transfer,cancel_transfer,True,0.8563,declined_transfer,0.0148,failed_transfer,0.0119,False,,Can I cancel a transfer
696,cancel_transfer,cancel_transfer,True,0.2455,transaction_charged_twice,0.0573,request_refund,0.046,False,,I want to reverse my transaction from earlier
697,cancel_transfer,cancel_transfer,True,0.6284,transfer_not_received_by_recipient,0.0166,transaction_charged_twice,0.0144,False,,Is there a way to revert my transaction from this morning?
698,cancel_transfer,cancel_transfer,True,0.7447,request_refund,0.0317,declined_transfer,0.0137,False,,I'd like to cancel a transfer
699,cancel_transfer,cancel_transfer,True,0.6318,declined_transfer,0.0259,pending_transfer,0.0227,False,,Can I cancel a transfer if is already processed?
700,cancel_transfer,cancel_transfer,True,0.8197,request_refund,0.0264,transfer_not_received_by_recipient,0.0133,False,,I transferred the wrong amount and would like to cancel the transaction.
701,cancel_transfer,failed_transfer,False,0.1124,cancel_transfer,0.1053,balance_not_updated_after_bank_transfer,0.0652,False,,I made a mistake when I did a transfer so now what can I do to fix that?
702,cancel_transfer,cancel_transfer,True,0.8902,request_refund,0.0131,transfer_not_received_by_recipient,0.0059,False,,I need to cancel an incorrect transaction.
703,cancel_transfer,cancel_transfer,True,0.8563,declined_transfer,0.0148,failed_transfer,0.0119,False,,How do I cancel my transfer?
704,cancel_transfer,cancel_transfer,True,0.5897,transfer_not_received_by_recipient,0.0654,transaction_charged_twice,0.0582,False,,I made a mistake with a transaction!
705,cancel_transfer,cancel_transfer,True,0.2304,transfer_not_received_by_recipient,0.0417,transaction_charged_twice,0.0405,False,,I submitted a transaction to the incorrect account.
706,cancel_transfer,cancel_transfer,True,0.7,top_up_reverted,0.0194,request_refund,0.0153,False,,The transfer I just made needs to be cancelled right now. It was my mistake. Please help me cancel it before it goes through!
707,cancel_transfer,cancel_transfer,True,0.1285,top_up_reverted,0.0345,top_up_failed,0.0327,False,,I want to go back on what I did this morning
708,cancel_transfer,cancel_transfer,True,0.2054,top_up_reverted,0.1186,transfer_not_received_by_recipient,0.0603,False,,Can a transaction be cancelled?
709,cancel_transfer,cancel_transfer,True,0.9085,request_refund,0.0108,transfer_not_received_by_recipient,0.0082,False,,How do i cancel my transaction?
710,cancel_transfer,cancel_transfer,True,0.2674,transfer_not_received_by_recipient,0.0768,top_up_reverted,0.0506,False,,My transaction needs to be canceled.
711,cancel_transfer,cancel_transfer,True,0.0725,failed_transfer,0.0402,transfer_timing,0.035,False,,I need to make an immediate cancellation related to a transfer. This was a mistake. Please assist quickly so this does not actually go through.
712,cancel_transfer,cancel_transfer,True,0.9366,request_refund,0.007,direct_debit_payment_not_recognised,0.0031,False,,I made a mistake and need to cancel a transaction
713,cancel_transfer,cancel_transfer,True,0.1421,card_payment_not_recognised,0.0468,reverted_card_payment?,0.0348,False,,I made an error in payment yesterday and I need it fixed asap because it's for my rent tomorrow.
714,cancel_transfer,cancel_transfer,True,0.8563,declined_transfer,0.0148,failed_transfer,0.0119,False,,Cancel my last transfer
715,cancel_transfer,cancel_transfer,True,0.7179,top_up_reverted,0.0161,request_refund,0.0118,False,,"My recent transfer needs to be cancelled immediately; it was a mistake, please can you cancel it before it goes through?"
716,cancel_transfer,cancel_transfer,True,0.319,request_refund,0.0311,transfer_not_received_by_recipient,0.0303,False,,I need help cancelling a transaction.
717,cancel_transfer,cancel_transfer,True,0.1199,request_refund,0.0636,transfer_not_received_by_recipient,0.0622,False,,I don't want the transaction to go through now
718,cancel_transfer,pending_card_payment,False,0.1445,reverted_card_payment?,0.1341,card_payment_not_recognised,0.1308,True,payment|payment payment|correct|change|payment correct,Can I change the amount I made on a payment that I made to the payment is correct.
719,cancel_transfer,cancel_transfer,True,0.7989,request_refund,0.0237,direct_debit_payment_not_recognised,0.0086,False,,Please help me!  I need to cancel a transaction.
720,top_up_limits,top_up_limits,True,0.8487,age_limit,0.0106,disposable_card_limits,0.0079,False,,can you limit my top up?
721,top_up_limits,cash_withdrawal_charge,False,0.0825,transfer_fee_charged,0.0734,request_refund,0.0566,False,,Am I free to top-up as much as I want?
722,top_up_limits,top_up_limits,True,0.2044,age_limit,0.0871,terminate_account,0.0317,False,,Is there a top up limit for my account?
723,top_up_limits,top_up_limits,True,0.8487,age_limit,0.0106,disposable_card_limits,0.0079,False,,What is the limit to top up?
724,top_up_limits,verify_source_of_funds,False,0.1654,transfer_not_received_by_recipient,0.1268,declined_cash_withdrawal,0.0722,False,,How much money can i top up?
725,top_up_limits,disposable_card_limits,False,0.0687,country_support,0.0289,beneficiary_not_allowed,0.0242,False,,What are the restrictions to top-offs?
726,top_up_limits,top_up_limits,True,0.1254,top_up_by_card_charge,0.0567,top_up_reverted,0.0391,False,,Are the top-ups limited?
727,top_up_limits,top_up_limits,True,0.8487,age_limit,0.0106,disposable_card_limits,0.0079,True,limit,what is the top up limit
728,top_up_limits,top_up_limits,True,0.8023,top_up_by_card_charge,0.0087,automatic_top_up,0.0077,False,,I need to find out what is the limit for top-ups.
729,top_up_limits,top_up_limits,True,0.8447,top_up_by_card_charge,0.008,automatic_top_up,0.0074,False,,Do you have a limit to top ups?
730,top_up_limits,top_up_limits,True,0.3435,card_arrival,0.0198,automatic_top_up,0.0182,False,,What is maximum top up?
731,top_up_limits,top_up_limits,True,0.7931,top_up_reverted,0.0087,automatic_top_up,0.007,False,,How can I tell what the limit is to top-ups?
732,top_up_limits,top_up_limits,True,0.8487,age_limit,0.0106,disposable_card_limits,0.0079,False,,Is there a limit to top-up amounts?
733,top_up_limits,top_up_limits,True,0.1218,card_linking,0.0584,automatic_top_up,0.0345,False,,Is there any limit to the amount I can add to a card at a time?
734,top_up_limits,top_up_limits,True,0.1161,request_refund,0.0362,top_up_reverted,0.0257,False,,I want to know if there is a maximum I can top up.
735,top_up_limits,top_up_limits,True,0.8487,age_limit,0.0106,disposable_card_limits,0.0079,False,,What is the limit to a top-up?
736,top_up_limits,top_up_limits,True,0.1848,disposable_card_limits,0.0303,top_up_failed,0.03,False,,Tell me if there are any top-up limits?
737,top_up_limits,top_up_limits,True,0.8487,age_limit,0.0106,disposable_card_limits,0.0079,False,,How can I top-up my limit?
738,top_up_limits,top_up_limits,True,0.8447,top_up_by_card_charge,0.008,automatic_top_up,0.0074,False,,Is there a limit to top-ups?
739,top_up_limits,request_refund,False,0.1479,terminate_account,0.1158,supported_cards_and_currencies,0.0388,False,,Can I top-up as much as I want?
740,top_up_limits,top_up_limits,True,0.442,top_up_reverted,0.0231,pending_top_up,0.0175,False,,Can you tell me the limits for top ups?
741,top_up_limits,top_up_limits,True,0.4817,disposable_card_limits,0.0394,pending_top_up,0.012,False,,When I top up what are the amoutn limits.
742,top_up_limits,top_up_limits,True,0.8447,top_up_by_card_charge,0.008,automatic_top_up,0.0074,False,,Is there a limit on top-ups?
743,top_up_limits,top_up_limits,True,0.9329,top_up_by_card_charge,0.0058,automatic_top_up,0.0048,False,,What is the top-ups limit?
744,top_up_limits,top_up_limits,True,0.6228,top_up_by_card_charge,0.0178,top_up_reverted,0.0146,False,,Are there limits to top-ups?
745,top_up_limits,top_up_limits,True,0.5112,top_up_by_card_charge,0.0223,top_up_reverted,0.0189,False,,Is there a maximum amount of top-ups?
746,top_up_limits,top_up_limits,True,0.8487,age_limit,0.0106,disposable_card_limits,0.0079,False,,Do you have a top-up limit?
747,top_up_limits,top_up_limits,True,0.8487,age_limit,0.0106,disposable_card_limits,0.0079,False,,What's the top up limit?
748,top_up_limits,top_up_limits,True,0.8487,age_limit,0.0106,disposable_card_limits,0.0079,False,,What is the limit to top-up?
749,top_up_limits,card_delivery_estimate,False,0.054,card_arrival,0.0328,getting_spare_card,0.0308,False,,How much can I top-up to my card at a time?
750,top_up_limits,pending_top_up,False,0.0265,top_up_failed,0.0258,top_up_reverted,0.0243,False,,how much can i top up?
751,top_up_limits,pending_top_up,False,0.0265,top_up_failed,0.0258,top_up_reverted,0.0243,False,,what is the most i can top up?
752,top_up_limits,top_up_limits,True,0.3369,age_limit,0.0238,automatic_top_up,0.0201,False,,Is there a limit to how high I can top-up?
753,top_up_limits,top_up_limits,True,0.8487,age_limit,0.0106,disposable_card_limits,0.0079,False,,Is there an amount limit to my top-up?
754,top_up_limits,top_up_limits,True,0.8447,top_up_by_card_charge,0.008,automatic_top_up,0.0074,False,,Is there a limit for top-ups?
755,top_up_limits,top_up_limits,True,0.3435,card_arrival,0.0198,automatic_top_up,0.0182,False,,Is there a maximum i can top up?
756,top_up_limits,top_up_limits,True,0.5584,top_up_failed,0.016,top_up_reverted,0.0124,False,,How can I tell if there is a top-up limit?
757,top_up_limits,disposable_card_limits,False,0.0687,country_support,0.0289,beneficiary_not_allowed,0.0242,False,,Do you have any restrictions to my top-up?
758,top_up_limits,top_up_limits,True,0.6228,top_up_by_card_charge,0.0178,top_up_reverted,0.0146,False,,As for limits are top ups included?
759,top_up_limits,top_up_limits,True,0.4817,disposable_card_limits,0.0394,pending_top_up,0.012,False,,What are the top-up limits?
760,wrong_amount_of_cash_received,wrong_amount_of_cash_received,True,0.339,declined_cash_withdrawal,0.0615,cash_withdrawal_charge,0.0277,False,,"I don't know if this is an issue with the ATM or my account, but I just tried withdrawing 30 pounds from the ATM I'm at now and it only gave me 10. Is this a glitch or what exactly is going on?"
761,wrong_amount_of_cash_received,wrong_amount_of_cash_received,True,0.7531,declined_cash_withdrawal,0.0369,wrong_exchange_rate_for_cash_withdrawal,0.0145,False,,I didn't get all the cash I requested for at the ATM
762,wrong_amount_of_cash_received,wrong_amount_of_cash_received,True,0.749,declined_cash_withdrawal,0.0493,cash_withdrawal_charge,0.0141,False,,How come the ATM gave me less cash than what I asked for?
763,wrong_amount_of_cash_received,wrong_amount_of_cash_received,True,0.2316,cash_withdrawal_charge,0.0778,cash_withdrawal_not_recognised,0.0733,False,,Why did I not get my cash back after I withdrew?
764,wrong_amount_of_cash_received,wrong_amount_of_cash_received,True,0.5052,declined_cash_withdrawal,0.0581,wrong_exchange_rate_for_cash_withdrawal,0.0477,False,,I got less cash than the one I specified in the ATM
765,wrong_amount_of_cash_received,wrong_amount_of_cash_received,True,0.382,wrong_exchange_rate_for_cash_withdrawal,0.0589,top_up_by_cash_or_cheque,0.0274,False,,The amount of cash I received was incorrect
766,wrong_amount_of_cash_received,wrong_amount_of_cash_received,True,0.6208,cash_withdrawal_charge,0.0229,declined_cash_withdrawal,0.0204,False,,I'm at an ATM and withdrew 30 pounds and was only given 10. What should I do?
767,wrong_amount_of_cash_received,wrong_amount_of_cash_received,True,0.6533,cash_withdrawal_not_recognised,0.0346,declined_cash_withdrawal,0.032,False,,The ATM gave me the wrong amount of cash today when I went to withdraw. The app says it was more.
768,wrong_amount_of_cash_received,wrong_amount_of_cash_received,True,0.7037,wrong_exchange_rate_for_cash_withdrawal,0.0195,declined_cash_withdrawal,0.0151,False,,The amount of cash I received was different than what I requested.
769,wrong_amount_of_cash_received,wrong_amount_of_cash_received,True,0.4615,cash_withdrawal_not_recognised,0.0619,pending_cash_withdrawal,0.0534,False,,"Hi. I just withdrew cash from an ATM and received the wrong amount. However, my app shows the correct amount I withdrew. How do I get the rest of the cash?"
770,wrong_amount_of_cash_received,wrong_amount_of_cash_received,True,0.4236,declined_cash_withdrawal,0.0627,cash_withdrawal_not_recognised,0.05,False,,"The wrong amount of cash came out of the ATM today when I went to withdraw. When I looked at the app, it was showing it was much more."
771,wrong_amount_of_cash_received,wrong_amount_of_cash_received,True,0.73,declined_cash_withdrawal,0.0401,cash_withdrawal_charge,0.02,False,,I did not get as much cash as I requested at the ATM.
772,wrong_amount_of_cash_received,wrong_amount_of_cash_received,True,0.5762,declined_cash_withdrawal,0.0312,cash_withdrawal_not_recognised,0.0255,False,,"How can I request cash back? The ATM just gave me the wrong amount, the app shows the amount that I've been actually charged though..."
773,wrong_amount_of_cash_received,cash_withdrawal_not_recognised,False,0.1347,top_up_reverted,0.0433,exchange_via_app,0.0314,False,,Where is the money I pushed it's on my mobile app as being withdrawn.
774,wrong_amount_of_cash_received,wrong_amount_of_cash_received,True,0.6262,cash_withdrawal_not_recognised,0.0282,balance_not_updated_after_cheque_or_cash_deposit,0.0183,False,,Why did I not get all the cash I asked for?
775,wrong_amount_of_cash_received,declined_cash_withdrawal,False,0.3886,pending_cash_withdrawal,0.3286,cash_withdrawal_not_recognised,0.1611,False,,My cash withdrawal was partly declined
776,wrong_amount_of_cash_received,wrong_amount_of_cash_received,True,0.5989,top_up_failed,0.0203,top_up_reverted,0.0176,True,20|100|did|did 20|tried,Why did I only get $20 when I tried to get $100
777,wrong_amount_of_cash_received,wrong_amount_of_cash_received,True,0.49,cash_withdrawal_not_recognised,0.1334,declined_cash_withdrawal,0.0469,False,,I have withdrawn cash from ATM but i received the wrong amount. I want cash back as in app its showing actual amount which i got. Please help me in this.
778,wrong_amount_of_cash_received,wrong_amount_of_cash_received,True,0.6523,declined_cash_withdrawal,0.0407,cash_withdrawal_not_recognised,0.0352,False,,"I went to withdraw some cash earlier today, but seems the ATM gave me the wrong amount of cash! The amount showing up in the app is a lot more"
779,wrong_amount_of_cash_received,wrong_amount_of_cash_received,True,0.6116,top_up_failed,0.0141,activate_my_card,0.0137,False,,I tried to get $100 but I just got $20
780,wrong_amount_of_cash_received,wrong_amount_of_cash_received,True,0.2159,wrong_exchange_rate_for_cash_withdrawal,0.0682,top_up_by_cash_or_cheque,0.0435,False,,I have not received the amount of cash i was supposed to.
781,wrong_amount_of_cash_received,wrong_amount_of_cash_received,True,0.854,cash_withdrawal_charge,0.0056,declined_cash_withdrawal,0.0055,False,,I asked for $100 cash but only got $20?
782,wrong_amount_of_cash_received,wrong_amount_of_cash_received,True,0.5716,top_up_reverted,0.0179,transfer_not_received_by_recipient,0.0133,False,,Where is the money that I asked for? I asked for more than I got!
783,wrong_amount_of_cash_received,cash_withdrawal_charge,False,0.0854,cash_withdrawal_not_recognised,0.0424,wrong_amount_of_cash_received,0.0389,False,,I withdrew money but the full amount wasn't dispensed.
784,wrong_amount_of_cash_received,wrong_amount_of_cash_received,True,0.0845,top_up_reverted,0.0538,cash_withdrawal_not_recognised,0.0498,False,,Something went wrong with my withdrawal. The amount of money isn't right.
785,wrong_amount_of_cash_received,wrong_amount_of_cash_received,True,0.4862,cash_withdrawal_not_recognised,0.041,declined_cash_withdrawal,0.036,False,,I have got out the wrong amount from an ATM. Please tell me the process to get the cash back as in app its showing the amount i have been actually received.
786,wrong_amount_of_cash_received,wrong_amount_of_cash_received,True,0.8156,top_up_reverted,0.0051,top_up_failed,0.0047,False,,I asked for 100 but only got 20.
787,wrong_amount_of_cash_received,wrong_amount_of_cash_received,True,0.4941,wrong_exchange_rate_for_cash_withdrawal,0.0346,cash_withdrawal_not_recognised,0.0336,False,,I didn't receive the right amount of cash back
788,wrong_amount_of_cash_received,wrong_amount_of_cash_received,True,0.9013,declined_cash_withdrawal,0.0198,cash_withdrawal_charge,0.007,False,,The ATM gave me less cash than I requested
789,wrong_amount_of_cash_received,wrong_amount_of_cash_received,True,0.8255,declined_cash_withdrawal,0.0292,cash_withdrawal_charge,0.012,False,,"I didn't get as much cash as I asked for from the ATM, why?"
790,wrong_amount_of_cash_received,wrong_amount_of_cash_received,True,0.8218,cash_withdrawal_charge,0.0093,declined_cash_withdrawal,0.0092,False,,What do I do if the ATM didn't give me the correct amount I withdrew? I pulled out 30 pounds and the ATM gave me 10 pounds.
791,wrong_amount_of_cash_received,declined_cash_withdrawal,False,0.1154,wrong_amount_of_cash_received,0.112,balance_not_updated_after_cheque_or_cash_deposit,0.0441,False,,"I tried to take out cash but the amount isn't right, so what do I do?"
792,wrong_amount_of_cash_received,wrong_amount_of_cash_received,True,0.6105,cash_withdrawal_not_recognised,0.0256,wrong_exchange_rate_for_cash_withdrawal,0.0181,False,,I didn't receive all the cash I asked for
793,wrong_amount_of_cash_received,wrong_amount_of_cash_received,True,0.5197,top_up_failed,0.0168,top_up_reverted,0.0152,False,,I just got $20 when I tried to get $100
794,wrong_amount_of_cash_received,wrong_amount_of_cash_received,True,0.2492,transfer_not_received_by_recipient,0.0873,balance_not_updated_after_cheque_or_cash_deposit,0.0431,False,,The right amount of cash was not sent to me.
795,wrong_amount_of_cash_received,wrong_amount_of_cash_received,True,0.5428,declined_cash_withdrawal,0.0675,cash_withdrawal_not_recognised,0.046,False,,The ATM didn't give me the the withdraw amount requested.
796,wrong_amount_of_cash_received,wrong_amount_of_cash_received,True,0.4406,top_up_reverted,0.0475,transfer_not_received_by_recipient,0.0316,False,,Why did I get less money than I asked for?
797,wrong_amount_of_cash_received,wrong_amount_of_cash_received,True,0.3874,declined_cash_withdrawal,0.0565,wrong_exchange_rate_for_cash_withdrawal,0.0452,False,,I didn't get the right amount at the ATM.
798,wrong_amount_of_cash_received,wrong_amount_of_cash_received,True,0.4169,cash_withdrawal_not_recognised,0.1583,pending_cash_withdrawal,0.1017,False,,did not receive correct cash upon withdrawal
799,wrong_amount_of_cash_received,declined_cash_withdrawal,False,0.4666,declined_transfer,0.0645,top_up_reverted,0.0399,False,,Will declined funds I tried to withdraw be returned to me?
800,card_payment_fee_charged,card_payment_fee_charged,True,0.6279,extra_charge_on_statement,0.0982,cash_withdrawal_charge,0.0848,False,,I payed with a card and was charged an extra fee
801,card_payment_fee_charged,card_payment_fee_charged,True,0.8446,cash_withdrawal_charge,0.0358,transfer_fee_charged,0.0282,False,,I was charged a fee after using my card and I shouldn't have been.
802,card_payment_fee_charged,card_payment_fee_charged,True,0.8358,cash_withdrawal_charge,0.0447,transfer_fee_charged,0.0337,False,,Is there a reason I was charged a fee for using my card as payment? I've never had an extra fee before.
803,card_payment_fee_charged,compromised_card,False,0.1005,top_up_by_card_charge,0.0911,card_payment_fee_charged,0.0529,False,,"I show another charge on my card from when I used it, why?"
804,card_payment_fee_charged,card_payment_fee_charged,True,0.5273,transfer_fee_charged,0.1035,cash_withdrawal_charge,0.0319,False,,"Why do I get charged additional fees on some payments, but not others?"
805,card_payment_fee_charged,card_payment_fee_charged,True,0.7392,transfer_fee_charged,0.057,cash_withdrawal_charge,0.0377,False,,I used my card for a purchase and was charged a fee
806,card_payment_fee_charged,declined_card_payment,False,0.1593,reverted_card_payment?,0.1529,card_payment_fee_charged,0.1506,False,,Why was I charged for card payment?
807,card_payment_fee_charged,card_payment_fee_charged,True,0.2133,transfer_fee_charged,0.1487,cash_withdrawal_charge,0.0861,False,,There is an unauthorized fee.
808,card_payment_fee_charged,card_payment_fee_charged,True,0.1954,extra_charge_on_statement,0.0915,card_payment_not_recognised,0.0553,False,,I would appreciate that someone let me know when there is an extra charge for payments. I was checking the app earlier and saying a charge on one of my payments that was additional that no one made me aware of before.
809,card_payment_fee_charged,card_payment_fee_charged,True,0.884,extra_charge_on_statement,0.026,cash_withdrawal_charge,0.0249,False,,Why was I charged an extra fee when paying with my card?
810,card_payment_fee_charged,card_payment_fee_charged,True,0.4087,extra_charge_on_statement,0.0234,exchange_charge,0.0207,True,paid card|extra|paid|pay|did pay,Why did I have to pay extra because I paid with card?
811,card_payment_fee_charged,card_payment_fee_charged,True,0.3513,top_up_by_card_charge,0.2622,order_physical_card,0.0448,False,,Why are there fees for card usage?
812,card_payment_fee_charged,extra_charge_on_statement,False,0.0577,direct_debit_payment_not_recognised,0.0517,card_payment_not_recognised,0.0504,False,,im not sure what this charge is for
813,card_payment_fee_charged,card_payment_fee_charged,True,0.487,transfer_fee_charged,0.0675,declined_card_payment,0.0525,False,,What is the fee charged with this card payment?
814,card_payment_fee_charged,card_payment_fee_charged,True,0.6287,extra_charge_on_statement,0.172,cash_withdrawal_charge,0.0764,False,,When would my card be charged an extra fee for a transaction?
815,card_payment_fee_charged,card_payment_fee_charged,True,0.0945,card_acceptance,0.0681,declined_card_payment,0.0582,False,,Why did I have to pay more when I do it with my card?
816,card_payment_fee_charged,card_payment_fee_charged,True,0.3217,reverted_card_payment?,0.0891,pending_card_payment,0.0773,False,,I made a card payment and a fee is showing up?
